KEY_TO_RAW,HIGHER_GEOG,CONTINENT_OCEAN,COUNTRY,STATE_PROV,COUNTY,QUAD,FEATURE,ISLAND_GROUP,ISLAND,SEA,municipality
"North America,United States of America,Texas, Kentucky,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Texas, Kentucky, Florida,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Texas, Kentucky, Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Texas, llinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Texas, Louisiana,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Texas, Maryland,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Texas, Michigan,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Texas, Minnesota, Northern Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Texas, Mississippi,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Texas, Mississippi, New York,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Texas, Missouri,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Texas, New Mexico,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Texas, New York,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Texas, Pennsylvania, Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Texas, Virginia,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Texas, Washington D.C.,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Texas, Washington D.C., Connecticut,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Unknown,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,California, Colorado,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,California, Colorado, Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,California, Unknown, Missouri,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,California, Yukon,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Colorado, Unknown,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Unknown, Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Illinois, Arizona,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Illinois, California,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Illinois, Florida, Unknown,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Illinois, Iowa,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Illinois, Kentucky,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Illinois, Louisiana,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Illinois, Michigan, Texas, Lake Superior,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Illinois, Missouri,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Illinois, New Jersey,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Illinois, New York,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Illinois, New York, Texas,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Illinois, Pennsylvania, Louisiana,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Illinois, Unknown,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Illinois, Virginia,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Illinois, Washington,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Iowa, Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Iowa, Illinois, Unknown,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Kentucky, Connecticut,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Kentucky, Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Kentucky, Unknown,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Louisiana, Iowa,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Maryland, Illinois, Unknown,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Maryland, Texas,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Massachusetts, Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Massachusetts, Unknown,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Michigan, Unknown, Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Mississippi,Unknown, llinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Missouri, Unknown,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,New Jersey, Michigan,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,New Mexico, Iowa, Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,New Mexico, Unknown,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,New York, Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,New York, Illinois, Unknown,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,New York, Iowa, Unknown,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,New York, Kentucky,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Unknown, New York, Massachusetts,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,New York, Unknown,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,New York, Unknown, Washington D.C.,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Pennsylvania, Unknown, Northern Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Texas, Illinois, Unknown,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,U.D. Mo, Ohio,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Unknown,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Unknown, Arizona, California,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Unknown, California,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Unknown, California, Kansas,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Unknown, Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Unknown, Illinois, Iowa,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Unknown, Illinois, New York,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Unknown, Virginia,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Unknown, Washington D.C.,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Utah,Unknown, Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Unknown, Virginia,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Washington, D.C.,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Washington D.C., Kentucky, Vancouver,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Washington D.C., Unknown,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America, Unknown,Wisconsin, Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Utah, Kentucky, Washington D.C., Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Virginia, Connecticut,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Virginia, Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Virginia, Kentucky,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Virginia, New Jersey, Maryland, Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Virginia, Washington D.C.,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Washington, D.C,,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Washington, D.C.,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Washington D.C., Arizona,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Washington D.C., Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Washington D.C., Maryland,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Washington D.C., Michigan, Pennsylvania,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Washington D.C., Missouri,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Washington D.C., New Jersey, New York,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Washington D.C., New York,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Washington D.C., Northern Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Washington D.C., Pennsylvania,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Washington D.C., Texas,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Wisconsin, Arkansas, Northern Illinois, Washington D.C.,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Wisconsin, Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Wisconsin, Massachusetts,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Wisconsin, Ohio, C.W. (??),,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Wisconsin, Texas, Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Wisconsin, Washington D.C., Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,United States of America,Wyoming, Wisconsin, Kansas,,","North America, United States",North America,United States,,,,,,,,
"North America,Unknown, United States of America,Unknown,,","North America, United States",North America,United States,,,,,,,,
"North America,Unknown, United States of America,Unknown, Alaska,,","North America, United States",North America,United States,,,,,,,,
"North America,Unknown, United States of America,Unknown, California,,","North America, United States",North America,United States,,,,,,,,
"North America,Unknown, United States of America,Unknown, Florida, Texas, Arkansas,,","North America, United States",North America,United States,,,,,,,,
"North America,Unknown, United States of America,Unknown, Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,Unknown, United States of America,Unknown, Minnesota,,","North America, United States",North America,United States,,,,,,,,
"North America,Unknown, United States of America,Unknown, Missouri,,","North America, United States",North America,United States,,,,,,,,
"North America,Unknown, United States of America,Unknown, Montana,,","North America, United States",North America,United States,,,,,,,,
"North America,Unknown, United States of America,Unknown, Oregon,,","North America, United States",North America,United States,,,,,,,,
"North America,USA,,,","North America, United States",North America,United States,,,,,,,,
"North America,USA,CN,,","North America, United States",North America,United States,,,,,,,,
"North America,USA,In Could also be IA or IL,,","North America, United States",North America,United States,,,,,,,,
"North America,USA,La Salle,,","North America, United States",North America,United States,,,,,,,,
"North America,USA,Mich or Illinois,,","North America, United States",North America,United States,,,,,,,,
"North America,USA,PA could also be CA,,","North America, United States",North America,United States,,,,,,,,
"U.S.A.,Florida,,Unknown,","North America, United States",North America,United States,,,,,,,,
"United States of America,,,,","North America, United States",North America,United States,,,,,,,,
"United States of America,CA or NV,,,","North America, United States",North America,United States,,,,,,,,
"United States of America,OH, IL,,,","North America, United States",North America,United States,,,,,,,,
"United States of America,Washington, D.C.,,,","North America, United States",North America,United States,,,,,,,,
",[There is an Akron Township in Michigan and in Minnesota ? DR 3/2009],,,Akron Twp.","North America, United States",North America,United States,,,,,,,,Akron Township
"North America,USA,,,Bowmanville","North America, United States",North America,United States,,,,,,,,Bowmanville
"United States of America,,,,Burke's","North America, United States",North America,United States,,,,,,,,Burke's
",[IL],,,[Chicago]","North America, United States, Illinois, Cook County",North America,United States,Illinois,Cook,,,,,,Chicago
",IL,,,Chicago","North America, United States, Illinois, Cook County",North America,United States,Illinois,Cook,,,,,,Chicago
"North America,,,,[Chicago]","North America, United States, Illinois, Cook County",North America,United States,Illinois,Cook,,,,,,Chicago
",OH,,,Cincinnati","North America, United States, Ohio, Hamilton County",North America,United States,Ohio,Hamilton,,,,,,Cincinnati
"North America,USA,,,Erie Canal, Pitsford","North America, United States",North America,United States,,,,,,,,Pitsford
",United States of America,,,Eureka","North America, United States",North America,United States,,,,,,,,Eureka
",United States of America,,,Ft. Lauderdale","North America, United States, Florida, Broward County",North America,United States,Florida,Boward,,,,,,Fort Lauderdale
"North America,USA,,,Glencoe","North America, United States",North America,United States,,,,,,,,Glencoe
",USA,,,Guadeloupe","North America, United States",North America,United States,,,,,,,,Guadeloupe
",VT,,,Hinesburgh","North America, United States",North America,United States,,,,,,,,Hinesburgh
",IL,,,Hyde Park","North America, United States",North America,United States,,,,,,,,Hyde Park
"North America,United States,,,Iowa City","North America, United States, Iowa, Johnson County",North America,United States,Iowa,Johnson,,,,,,Iowa City
"North America,,,,Joliet","North America, United States, Illinois, Will County",North America,United States,Illinois,Will,,,,,,Joliet
"North America,United States of America,,,Joliet","North America, United States, Illinois, Will County",North America,United States,Illinois,Will,,,,,,Joliet
",United States of America,,,Kansas City","North America, United States",North America,United States,,,,,,,,Kansas City
",United States of America,,,Lake Superior","North America, United States",North America,United States,,,,,,,,Lake Superior
"United States of America,,,,Martha's Vineyard","North America, United States, Massachusetts, Dukes County",North America,United States,Massachusetts,Dukes,,,,,,Martha's Vineyard
",IN,,,Miller's","North America, United States",North America,United States,,,,,,,,Miller's
",MN,,,Minnehaha","North America, United States",North America,United States,,,,,,,,Minnehaha
"United States of America,ID or AR,,,Mountain Home","North America, United States",North America,United States,,,,,,,,Mountain Home
"North America,USA,,,Newton","North America, United States",North America,United States,,,,,,,,Newton
",USA,,,New York","North America, United States, New York, New York County",North America,United States,New York,New York,,,,,,New York
",USA or Canada,,,Niagara Falls","North America, United States, New York, Niagara County",North America,United States,New York,Niagara,,,,,,Niagara Falls
"North America,USA,,,NY","North America, United States, New York",North America,United States,New York,,,,,,,
"United States of America,,,,Oakton","North America, United States",North America,United States,,,,,,,,Oakton
",United States of America,,,Palos","North America, United States",North America,United States,,,,,,,,Palos
",CA,,,Pasadena","North America, United States, California, Los Angeles County",North America,United States,California,Los Angeles,,,,,,Pasadena
",IN,,,Pine","North America, United States",North America,United States,,,,,,,,Pine
",IL,,,Riverside","North America, United States",North America,United States,,,,,,,,Riverside
"North America,United States,,,Rocky Mountains","North America, United States",North America,United States,,,,,,,,Rocky Mountains
"North America,USA,,,San Francisco","North America, United States, California, San Francisco County",North America,United States,California,San Francisco,,,,,,San Francisco
",CA,,,Santa Clara","North America, United States",North America,United States,,,,,,,,Santa Clara
"United States of America,,,,Song Island Sound","North America, United States",North America,United States,,,,,,,,Song Island Sound
"United States of America,,,,Stony Island","North America, United States",North America,United States,,,,,,,,Stony Island
",United States of America,,,unknown","North America, United States",North America,United States,,,,,,,,
"North America,USA,,,Washington,D.C.","North America, United States, District of Columbia, Washington",North America,United States,District of Columbia,Washington,,,,,,
",United States of America,,,Washington, D.C.","North America, United States, District of Columbia, Washington",North America,United States,District of Columbia,Washington,,,,,,
"North America,,,,Washington, D.C.","North America, United States, District of Columbia, Washington",North America,United States,District of Columbia,Washington,,,,,,
"North America,United States of America,,,Washington, D.C.","North America, United States, District of Columbia, Washington",North America,United States,District of Columbia,Washington,,,,,,
"North America,USA,,,Washington, D.C.","North America, United States, District of Columbia, Washington",North America,United States,District of Columbia,Washington,,,,,,
"North America,United States of America,,,Washington, DC","North America, United States, District of Columbia, Washington",North America,United States,District of Columbia,Washington,,,,,,
"North America,USA,,,Washington, DC","North America, United States, District of Columbia, Washington",North America,United States,District of Columbia,Washington,,,,,,
"North America,USA,,,Washington D.C.","North America, United States, District of Columbia, Washington",North America,United States,District of Columbia,Washington,,,,,,
"North America,United States of America,Washington,D.C.,,Washington D. C.","North America, United States, District of Columbia, Washington",North America,United States,District of Columbia,Washington,,,,,,
"North America,USA,,,Willow Springs","North America, United States",North America,United States,,,,,,,,Willow Springs
"North America,United States,,Carroll,","North America, United States",North America,United States,,,,,,,,
",United States of America,Arkansas,Wisconsin,Tennessee,Florida,Garland,Hot Springs","North America, United States, Arkansas, Garland County",North America,United States,Arkansas,Garland,,,,,,Hot Springs
",United States of America,Hot Springs,Garland,Hot Springs","North America, United States, Arkansas, Garland County",North America,United States,Arkansas,Garland,,,,,,Hot Springs
"North America,United States of America,,Menominee,","North America, United States",North America,United States,,,,,,,,Menominee
",United States of America,,""Montg."" [Montgomery],","North America, United States",North America,United States,,,,,,,,Montgomery
",United States of America,Massachusetts, Illinois, Texas,Nantucket,,","North America, United States, Massachusetts, Nantucket County",North America,United States,Massachusetts,Nantucket,,,,,,
"North America,United States of America,California,Texas,Riverside,","North America, United States, California, Riverside County",North America,United States,California,Riverside,,,,,,
",United States of America,,Roxbury,","North America, United States",North America,United States,,,,,,,,Roxbury
"North America,United States of America,Illinois,Massachusetts,Florida,St. Lucie,","North America, United States, Florida, Saint Lucie County",North America,United States,Florida,Saint Lucie,,,,,,
"North America,United States,,Swain,Spence Field","North America, United States, North Carolina, Swain County",North America,United States,North Carolina,Swain,,,,,,Spence Field
"North America,,,Union,,",North America,North America,,,,,,,,,
"North America,United States of America,Illinois,Massachusetts,Florida,Volusia,","North America, United States, Florida, Volusia County",North America,United States,Florida,Volusia,,,,,,
"North America,USA,MN could also be ME,Waldo,","North America, United States, Maine, Waldo County",North America,United States,Maine,Waldo,,,,,,
",United States of America,Unknown,Washington County,,","North America, United States",North America,United States,,,,,,,,
",United States of America,Illinois
Wisconsin,Will,,","North America, United States, Illinois, Will County",North America,United States,Illinois,Will,,,,,,
",(United States of America),(Alabama),,","North America, United States, Alabama",North America,United States,Alabama,,,,,,,
",(United States of America),Alabama,,","North America, United States, Alabama",North America,United States,Alabama,,,,,,,
",United States of America,(Alabama),,","North America, United States, Alabama",North America,United States,Alabama,,,,,,,
",United States of America,[Alabama],,","North America, United States, Alabama",North America,United States,Alabama,,,,,,,
",United States of America,AL,,","North America, United States, Alabama",North America,United States,Alabama,,,,,,,
",United States of America,Alabama,,","North America, United States, Alabama",North America,United States,Alabama,,,,,,,
"North America,United States,Alabama,,","North America, United States, Alabama",North America,United States,Alabama,,,,,,,
"North America,United States of America,""alabama"",,","North America, United States, Alabama",North America,United States,Alabama,,,,,,,
"North America,United States of America,AL,,","North America, United States, Alabama",North America,United States,Alabama,,,,,,,
"North America,United States of America,Ala,,","North America, United States, Alabama",North America,United States,Alabama,,,,,,,
"North America,United States of America,Alabama,,","North America, United States, Alabama",North America,United States,Alabama,,,,,,,
"North America,USA,Al,,","North America, United States, Alabama",North America,United States,Alabama,,,,,,,
"North America,USA,AL,,","North America, United States, Alabama",North America,United States,Alabama,,,,,,,
"North America,USA,Alabama,,","North America, United States, Alabama",North America,United States,Alabama,,,,,,,
"North America,USA,AL Alabama,,","North America, United States, Alabama",North America,United States,Alabama,,,,,,,
",USA,Alabama,,Birmingham","North America, United States, Alabama, Jefferson County",North America,United States,Alabama,Jefferson,,,,,,Birmingham
",United States of America,Alabama,,Claiborne","North America, United States, Alabama, Monroe County",North America,United States,Alabama,Monroe,,,,,,Claiborne
",United States of America,Alabama,,Coffyville","North America, United States, Alabama, Clarke County",North America,United States,Alabama,Clarke,,,,,,Coffyville
",United States of America,Alabama,,Ever","North America, United States, Alabama",North America,United States,Alabama,,,,,,,Ever
",United States of America,Alabama,,Evergreen","North America, United States, Alabama, Conecuh County",North America,United States,Alabama,Conecuh,,,,,,Evergreen
"North America,USA,AL,,Florence","North America, United States, Alabama, Lauderdale County",North America,United States,Alabama,Lauderdale,,,,,,Florence
"North America,USA,Alabama,,Florence","North America, United States, Alabama, Lauderdale County",North America,United States,Alabama,Lauderdale,,,,,,Florence
"North America,USA,Alabama,,Huntsville","North America, United States, Alabama, Madison County",North America,United States,Alabama,Madison,,,,,,Huntsville
"North America,USA,AL,,Jackson","North America, United States, Alabama",North America,United States,Alabama,,,,,,,Jackson
"North America,USA,Alabama,,Jackson","North America, United States, Alabama",North America,United States,Alabama,,,,,,,Jackson
",United State of America,Alabama,,Lexington","North America, United States, Alabama, Lauderdale County",North America,United States,Alabama,Lauderdale,,,,,,Lexington
",United States of America,Alabama,,Lexington","North America, United States, Alabama, Lauderdale County",North America,United States,Alabama,Lauderdale,,,,,,Lexington
",United States of America,Alabama,,Mobile","North America, United States, Alabama, Mobile County",North America,United States,Alabama,Mobile,,,,,,Mobile
"United States of America,AL,,,Mobile","North America, United States, Alabama, Mobile County",North America,United States,Alabama,Mobile,,,,,,Mobile
",USA,AL,,Mobile Bay","North America, United States, Alabama, Mobile County",North America,United States,Alabama,Mobile,,,,,,Mobile Bay
",United States of America,Alabama,,Montgomery","North America, United States, Alabama, Montgomery County",North America,United States,Alabama,Montgomery,,,,,,Montgomery
"North America,USA,Alabama,,Montgomery","North America, United States, Alabama, Montgomery County",North America,United States,Alabama,Montgomery,,,,,,Montgomery
",United States of America,Alabama,,Mount","North America, United States, Alabama",North America,United States,Alabama,,,,,,,Mount
"North America,USA,Alabama,,Princeton","North America, United States, Alabama, Jackson County",North America,United States,Alabama,Jackson,,,,,,Princeton
",United States of America,Alabama,,Tallassee","North America, United States, Alabama, Tallapoosa County",North America,United States,Alabama,Tallapoosa,,,,,,Tallassee
",United States of America,Alabama,,Upper Bryant Landing","North America, United States, Alabama",North America,United States,Alabama,,,,,,,Upper Bryant Landing
"North America,USA,AL,,Welumpka","North America, United States, Alabama, Elmore County",North America,United States,Alabama,Elmore,,,,,,Welumpka
",United States of America,Alabama,,Wetumpka","North America, United States, Alabama, Elmore County",North America,United States,Alabama,Elmore,,,,,,Wetumpka
"North America,USA,AL,,Wetumpka","North America, United States, Alabama, Elmore County",North America,United States,Alabama,Elmore,,,,,,Wetumpka
"North America,USA,Alabama,,Wetumpka","North America, United States, Alabama, Elmore County",North America,United States,Alabama,Elmore,,,,,,Wetumpka
",United States of America,Alabama,Alachua co.,,","North America, United States, Florida, Alachua County",North America,United States,Alabama,Alachua,,,,,,
"North America,United States,Alabama,Baldwin,Fairhope","North America, United States, Alabama, Baldwin County",North America,United States,Alabama,Baldwin,,,,,,Fairhope
"North America,United States of America,Alabama,Baldwin,Fairhope","North America, United States, Alabama, Baldwin County",North America,United States,Alabama,Baldwin,,,,,,Fairhope
"North America,United States,Alabama,Baldwin,Gulf Shores","North America, United States, Alabama, Baldwin County",North America,United States,Alabama,Baldwin,,,,,,Gulf Shores
"North America,United States,Alabama,Baldwin,Point Clear","North America, United States, Alabama, Baldwin County",North America,United States,Alabama,Baldwin,,,,,,Point Clear
"North America,United States,Alabama,Barbour,","North America, United States, Alabama, Barbour County",North America,United States,Alabama,Barbour,,,,,,
"North America,USA,AL,Bibb,Woodstock","North America, United States, Alabama, Bibb County",North America,United States,Alabama,Bibb,,,,,,Woodstock
"North America,USA,Alabama,Bibb County,Woodstock","North America, United States, Alabama, Bibb County",North America,United States,Alabama,Bibb,,,,,,Woodstock
"North America,USA,Al,Blount,","North America, United States, Alabama, Blount County",North America,United States,Alabama,Blount,,,,,,
"North America,United States of America,AL,Calhoun,","North America, United States, Alabama, Calhoun County",North America,United States,Alabama,Calhoun,,,,,,
"North America,United States,Alabama,Calhoun,Fort McClellan","North America, United States, Alabama, Calhoun County",North America,United States,Alabama,Calhoun,,,,,,Fort McClellan
",United States of America,AL,Calhoun,Piedmont","North America, United States, Alabama, Calhoun County",North America,United States,Alabama,Calhoun,,,,,,Piedmont
"North America,United States,Alabama,Cherokee,","North America, United States, Alabama, Cherokee County",North America,United States,Alabama,Cherokee,,,,,,
"North America,United States,Alabama,Cleburne,","North America, United States, Alabama, Cleburne County",North America,United States,Alabama,Cleburne,,,,,,
",USA,Alabama,Colbert,Muscle Shoals","North America, United States, Alabama, Colbert County",North America,United States,Alabama,Colbert,,,,,,Muscle Shoals
"North America,United States,Alabama,Coosa,","North America, United States, Alabama, Coosa County",North America,United States,Alabama,Coosa,,,,,,
"North America,United States,Alabama,Dallas,Selma","North America, United States, Alabama, Dallas County",North America,United States,Alabama,Dallas,,,,,,Selma
"North America,USA,AL,Dekalb,","North America, United States, Alabama, DeKalb County",North America,United States,Alabama,DeKalb,,,,,,
"North America,USA,AL,DeKalb,","North America, United States, Alabama, DeKalb County",North America,United States,Alabama,DeKalb,,,,,,
"North America,USA,Alabama,Dekalb County,","North America, United States, Alabama, DeKalb County",North America,United States,Alabama,DeKalb,,,,,,
"North America,USA,Alabama,DeKalb County,","North America, United States, Alabama, DeKalb County",North America,United States,Alabama,DeKalb,,,,,,
"North America,United States,Alabama,DeKalb,Sulphur Springs","North America, United States, Alabama, DeKalb County",North America,United States,Alabama,DeKalb,,,,,,Sulphur Springs
"North America,United States of America,Alabama,DeKalb,Sulphur Springs","North America, United States, Alabama, DeKalb County",North America,United States,Alabama,DeKalb,,,,,,Sulphur Springs
"North America,United States,Alabama,Elmore,","North America, United States, Alabama, Elmore County",North America,United States,Alabama,Elmore,,,,,,
"North America,USA,Alabama,Elmore County,","North America, United States, Alabama, Elmore County",North America,United States,Alabama,Elmore,,,,,,
"North America,United States,Alabama,Elmore,Elmore","North America, United States, Alabama, Elmore County",North America,United States,Alabama,Elmore,,,,,,Elmore
"North America,United States,Alabama,Etowah,","North America, United States, Alabama, Etowah County",North America,United States,Alabama,Etowah,,,,,,
"North America,United States,Alabama,Etowah,Camp Sibert","North America, United States, Alabama, Etowah County",North America,United States,Alabama,Etowah,,,,,,Camp Sibert
"North America,United States of America,Alabama,Franklin,Russellville","North America, United States, Alabama, Franklin County",North America,United States,Alabama,Franklin,,,,,,Russellville
"North America,United States of America,Alabama,Franklin,Russelville","North America, United States, Alabama, Franklin County",North America,United States,Alabama,Franklin,,,,,,Russelville
"North America,United States,Alabama,Houston,Dothan","North America, United States, Alabama, Houston County",North America,United States,Alabama,Houston,,,,,,Dothan
"North America,USA,Alabama,Jackson County,","North America, United States, Alabama, Jackson County",North America,United States,Alabama,Jackson,,,,,,
"North America,United States,Alabama,Jackson,Blue Springs","North America, United States, Alabama, Jackson County",North America,United States,Alabama,Jackson,,,,,,Blue Springs
"North America,United States,Alabama,Jackson,Long Island","North America, United States, Alabama, Jackson County",North America,United States,Alabama,Jackson,,,,,,Long Island
"North America,USA,Alabama,Jackson County,Princeton","North America, United States, Alabama, Jackson County",North America,United States,Alabama,Jackson,,,,,,Princeton
"North America,United States,Alabama,Jackson,Yucca","North America, United States, Alabama, Jackson County",North America,United States,Alabama,Jackson,,,,,,Yucca
"North America,United States,Alabama,Jefferson,","North America, United States, Alabama, Jefferson County",North America,United States,Alabama,Jefferson,,,,,,
"North America,United States of America,Alabama,Jefferson,Birmingham","North America, United States, Alabama, Jefferson County",North America,United States,Alabama,Jefferson,,,,,,Birmingham
"United States,Alabama,,Jefferson,Birmingham","North America, United States, Alabama, Jefferson County",North America,United States,Alabama,Jefferson,,,,,,Birmingham
",United States of America,Alabama,Lauderdale,Lexington","North America, United States, Alabama, Lauderdale County",North America,United States,Alabama,Lauderdale,,,,,,Lexington
"North America,United States,Alabama,Lee,Phoenix City","North America, United States, Alabama, Lee County",North America,United States,Alabama,Lee,,,,,,Phoenix City
"North America,USA,Alabama,Madison County,","North America, United States, Alabama, Madison County",North America,United States,Alabama,Madison,,,,,,
"North America,USA,Alabama,Madison County,Gurley","North America, United States, Alabama, Madison County",North America,United States,Alabama,Madison,,,,,,Gurley
"North America,United States,Alabama,Marengo,","North America, United States, Alabama, Marengo County",North America,United States,Alabama,Marengo,,,,,,
"North America,United States of America,AL,""Maringo"",","North America, United States, Alabama, Marengo County",North America,United States,Alabama,Marengo,,,,,,
