COLLECTION_OBJECT_ID,CAT_NUM,TAXON_NAME,NATURE_OF_ID,ID_MADE_BY_AGENT,MADE_DATE,IDENTIFICATION_REMARKS,LOADED,ENTEREDBY,ACCN,GUID_PREFIX,OTHER_ID_NUM_1,OTHER_ID_NUM_TYPE_1,OTHER_ID_NUM_2,OTHER_ID_NUM_TYPE_2,OTHER_ID_NUM_3,OTHER_ID_NUM_TYPE_3,OTHER_ID_NUM_4,OTHER_ID_NUM_TYPE_4,OTHER_ID_REFERENCES_1,OTHER_ID_REFERENCES_2,OTHER_ID_REFERENCES_3,OTHER_ID_REFERENCES_4,VERBATIM_DATE,BEGAN_DATE,ENDED_DATE,HIGHER_GEOG,SPEC_LOCALITY,VERBATIM_LOCALITY,EVENT_ASSIGNED_BY_AGENT,EVENT_ASSIGNED_DATE,VERIFICATIONSTATUS,MAXIMUM_ELEVATION,MINIMUM_ELEVATION,ORIG_ELEV_UNITS,MIN_DEPTH,MAX_DEPTH,DEPTH_UNITS,HABITAT,LOCALITY_REMARKS,COLL_EVENT_REMARKS,COLLECTING_METHOD,COLLECTING_SOURCE,SPECIMEN_EVENT_REMARK,SPECIMEN_EVENT_TYPE,COLLECTOR_AGENT_1,COLLECTOR_ROLE_1,COLLECTOR_AGENT_2,COLLECTOR_ROLE_2,COLLECTOR_AGENT_3,COLLECTOR_ROLE_3,COLLECTOR_AGENT_4,COLLECTOR_ROLE_4,PART_NAME_1,PART_CONDITION_1,PART_LOT_COUNT_1,PART_DISPOSITION_1,PART_REMARK_1,ATTRIBUTE_1,ATTRIBUTE_VALUE_1,ATTRIBUTE_REMARKS_1,ATTRIBUTE_DATE_1,ATTRIBUTE_DETERMINER_1,ATTRIBUTE_2,ATTRIBUTE_VALUE_2,ATTRIBUTE_REMARKS_2,ATTRIBUTE_DATE_2,ATTRIBUTE_DETERMINER_2,ATTRIBUTE_3,ATTRIBUTE_VALUE_3,ATTRIBUTE_REMARKS_3,ATTRIBUTE_DATE_3,ATTRIBUTE_DETERMINER_3,ATTRIBUTE_4,ATTRIBUTE_VALUE_4,ATTRIBUTE_REMARKS_4,ATTRIBUTE_DATE_4,ATTRIBUTE_DET_METH_4,ATTRIBUTE_DETERMINER_4,COLL_OBJECT_REMARKS
3352,2019.6.44,Pseudacris crucifer,unknown,unknown,,Spring Peeper.,waiting approval,achinn,[CHAS:Mamm]2019.6,CHAS:Herp,d4371c01-6876-4037-a3f5-70bc22042f0a,UUID,,,,,,,,,,,3/22/1935,1935-03-22,1935-03-22,"North America, United States, Illinois, Lake County",Deerfield,Deerfield,James J. Mooney,1935-03-22,unverified,,,,,,,,,,,wild caught,,collection,James J. Mooney,collector,,,,,,,whole organism (70% ethanol),unchecked,6,in collection,,,,,,,,,,,,,,,,,verbatim collector,J J Mooney,,2009-12-31,presumed transcribed from catalog book record during 2008-2012 inventory or 1987-1999 Filemaker databasing [achinn 7 December 2019],unknown,INTERNAL NOTES: Originally inventoried as found in collection (FIC). Received from J J Mooney.; DATA HISTORY: Unable to match to specific accession during 2019 Arctos migration process. Inventory catalogued/verified by Tom G. Anton (2009). Record last updated in Excel (prior to Arctos migration) by D. Roberts (2014-09-17).
3353,2019.6.45,Pseudacris triseriata,unknown,unknown,,Midland Chorus Frog.,waiting approval,achinn,[CHAS:Mamm]2019.6,CHAS:Herp,08e76ed2-936e-4851-bb9b-202136a0a238,UUID,,,,,,,,,,,3/22/1935,1935-03-22,1935-03-22,"North America, United States, Illinois, Lake County",Deerfield,Deerfield,James J. Mooney,1935-03-22,unverified,,,,,,,,,,,wild caught,,collection,James J. Mooney,collector,,,,,,,whole organism (70% ethanol),unchecked,34,in collection,,,,,,,,,,,,,,,,,verbatim collector,J J Mooney,,2009-12-31,presumed transcribed from catalog book record during 2008-2012 inventory or 1987-1999 Filemaker databasing [achinn 7 December 2019],unknown,INTERNAL NOTES: Originally inventoried as found in collection (FIC). Received from J J Mooney.; DATA HISTORY: Unable to match to specific accession during 2019 Arctos migration process. Inventory catalogued/verified by Tom G. Anton (2009). Record last updated in Excel (prior to Arctos migration) by D. Roberts (2014-09-17).
5181,2019.6.46,Plethodon cinereus,unknown,unknown,,Eastern Red-backed Salamander.,waiting approval,achinn,[CHAS:Mamm]2019.6,CHAS:Herp,49bbf5fc-1922-49ae-92cb-b46788dacca7,UUID,,,,,,,,,,,9/5/1968,1968-09-05,1968-09-05,"North America, United States, Indiana, Porter County",Dune Acres,Dune Acres,George E. Iannarone,1968-09-05,unverified,,,,,,,found under log,,,,wild caught,,collection,George E. Iannarone,collector,,,,,,,whole organism (70% ethanol),unchecked,1,in collection,,,,,,,,,,,,,,,,,verbatim collector,G Iannarone,,2009-12-31,presumed transcribed from catalog book record during 2008-2012 inventory or 1987-1999 Filemaker databasing [achinn 7 December 2019],unknown,INTERNAL NOTES: Originally inventoried as found in collection (FIC). Received from G Iannarone.; DATA HISTORY: Unable to match to specific accession during 2019 Arctos migration process. Inventory catalogued/verified by Tom G. Anton (2009). Record last updated in Excel (prior to Arctos migration) by D. Roberts (2014-09-17).
1045,2019.6.47,Necturus maculosus,unknown,unknown,,Mudpuppy.,waiting approval,achinn,[CHAS:Mamm]2019.6,CHAS:Herp,0601b876-85f9-48a8-b78c-913e3c3a0fbf,UUID,,,,,,,,,,,3/29/1948,1948-03-29,1948-03-29,"North America, United States, Illinois, Cook County",Evanston,Evanston,unknown,1948-03-29,unverified,,,,,,,on beach of Lake Michigan on NU campus,,,Found dead,wild caught,,collection,unknown,collector,,,,,,,whole organism (70% ethanol),unchecked,1,in collection,,,,,,,,,,,,,,,,,,,,,,,INTERNAL NOTES: Originally inventoried as found in collection (FIC). DATA HISTORY: Unable to match to specific accession during 2019 Arctos migration process. Inventory catalogued/verified by Tom G. Anton (2009). Record last updated in Excel (prior to Arctos migration) by D. Roberts (2014-09-17).
6424,2019.6.48,Desmognathus wrighti,unknown,unknown,,Pygmy Salamander.,waiting approval,achinn,[CHAS:Mamm]2019.6,CHAS:Herp,3277e9fb-b364-4eda-8c93-246db7ea7047,UUID,,,,,,,,,,,6/15/1939,1939-06-15,1939-06-15,"North America, United States, Tennessee, Sevier County, Great Smoky Mountains National Park","Greenbrier, Mount Le Conte","Greenbrier, Great Smoky Mts NP, Mt LeConte, 6500'",J. Winn,1939-06-15,unverified,6500,6500,ft,,,,spruce-fir associated,,,,wild caught,,collection,J. Winn,collector,,,,,,,whole organism (70% ethanol),unchecked,1,in collection,,,,,,,,,,,,,,,,,verbatim collector,J Winn,,2009-12-31,presumed transcribed from catalog book record during 2008-2012 inventory or 1987-1999 Filemaker databasing [achinn 7 December 2019],unknown,INTERNAL NOTES: Originally inventoried as found in collection (FIC). Received from J Winn.; DATA HISTORY: Unable to match to specific accession during 2019 Arctos migration process. Inventory catalogued/verified by Tom G. Anton (2009). Record last updated in Excel (prior to Arctos migration) by D. Roberts (2014-09-17).
7432,2019.6.49,Bufo sp.,unknown,unknown,,True Toad.,waiting approval,achinn,[CHAS:Mamm]2019.6,CHAS:Herp,,,,,,,,,,,,,"[no date recorded, prior to 2012-04-17]",1800-01-01,2012-04-17,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,2012-04-17,unverified,,,,,,,,,Date constrained by date inventoried [achinn 19 April 2019].,,wild caught,,collection,unknown,collector,,,,,,,skeleton,"Good. Skull, small bits of skin left on skull, and partial skeleton. Some pieces of skeleton missing.",1,in collection,Number of pieces inventoried: 9,,,,,,,,,,,,,,,,,,,,,,"INTERNAL NOTES: Original tag: ""FIC Bufo Sp. Toad"".; DATA HISTORY: Accession number assigned during 2019 Arctos migration process. Inventory catalogued/verified by Sarah Clarren (2012-04-17). Record last updated in Excel (prior to Arctos migration) by D. Roberts (2014-09-17)."
7446,2019.6.50,Urodela,unknown,Anna Chinn,2019-03-21,Salamander. Identification determined from common name listed in inventory spreadsheet.,waiting approval,achinn,[CHAS:Mamm]2019.6,CHAS:Herp,6bd4fe75-8c5e-4e2f-a7ed-614658f08bb0,UUID,,,,,,,,,,,"[no date recorded, prior to 2015-03-20]",1800-01-01,2015-03-20,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,2015-03-20,unverified,,,,,,,,,Date constrained by date inventoried [achinn 19 April 2019].,,wild caught,,collection,unknown,collector,,,,,,,whole organism (70% ethanol),Good.,1,in collection,,,,,,,,,,,,,,,,,,,,,,,INTERNAL NOTES: Originally inventoried as found in collection (FIC). DATA HISTORY: Inventory catalogued/verified by Dawn R. Roberts (2015-03-20). Record last updated in Excel (prior to Arctos migration) by D. Roberts (2015-03-20).
7444,2019.6.51,Rana clamitans,unknown,Tom G. Anton,2009,Bronze Frog.,waiting approval,achinn,[CHAS:Mamm]2019.6,CHAS:Herp,,,,,,,,,,,,,"[no date recorded, prior to 2009-12-31]",1800-01-01,2009-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,2009-12-31,unverified,,,,,,,,,Date constrained by date inventoried [achinn 19 April 2019].,,wild caught,,collection,unknown,collector,,,,,,,whole organism (70% ethanol),unchecked,2,in collection,,age class,metamorph,verbatim age class: metamorph,2009-12-31,unknown,,,,,,,,,,,,,,,,,INTERNAL NOTES: Originally inventoried as found in collection (FIC). DATA HISTORY: Inventory catalogued/verified by Tom G. Anton (2009). Record last updated in Excel (prior to Arctos migration) by D. Roberts (2014-09-17).
7428,2019.6.52,Acris crepitans,unknown,Tom G. Anton,2009,Northern Cricket Frog.,waiting approval,achinn,[CHAS:Mamm]2019.6,CHAS:Herp,,,,,,,,,,,,,"[no date recorded, prior to 2009-12-31]",1800-01-01,2009-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,2009-12-31,unverified,,,,,,,,,Date constrained by date inventoried [achinn 19 April 2019].,,wild caught,,collection,unknown,collector,,,,,,,whole organism (70% ethanol),unchecked,1,in collection,,,,,,,,,,,,,,,,,,,,,,,INTERNAL NOTES: Originally inventoried as found in collection (FIC). DATA HISTORY: Inventory catalogued/verified by Tom G. Anton (2009). Record last updated in Excel (prior to Arctos migration) by D. Roberts (2014-09-17).
7429,2019.6.53,Ambystoma sp.,unknown,Tom G. Anton,2009,Salamander.,waiting approval,achinn,[CHAS:Mamm]2019.6,CHAS:Herp,,,,,,,,,,,,,"[no date recorded, prior to 2009-12-31]",1800-01-01,2009-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,2009-12-31,unverified,,,,,,,,,Date constrained by date inventoried [achinn 19 April 2019].,,wild caught,,collection,unknown,collector,,,,,,,whole organism (70% ethanol),unchecked,6,in collection,,,,,,,,,,,,,,,,,,,,,,,INTERNAL NOTES: Originally inventoried as found in collection (FIC). DATA HISTORY: Inventory catalogued/verified by Tom G. Anton (2009). Record last updated in Excel (prior to Arctos migration) by D. Roberts (2014-09-17).
7431,2019.6.54,Bufo alvarius,unknown,Tom G. Anton,2009,Colorado River Toad.,waiting approval,achinn,[CHAS:Mamm]2019.6,CHAS:Herp,,,,,,,,,,,,,"[no date recorded, prior to 2009-12-31]",1800-01-01,2009-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,2009-12-31,unverified,,,,,,,,,Date constrained by date inventoried [achinn 19 April 2019].,,wild caught,,collection,unknown,collector,,,,,,,whole organism (70% ethanol),unchecked,1,in collection,,,,,,,,,,,,,,,,,,,,,,,INTERNAL NOTES: Originally inventoried as found in collection (FIC). DATA HISTORY: Inventory catalogued/verified by Tom G. Anton (2009). Record last updated in Excel (prior to Arctos migration) by D. Roberts (2014-09-17).
7434,2019.6.55,Desmognathus quadramaculatus,unknown,Tom G. Anton,2009,Black-bellied Salamander.,waiting approval,achinn,[CHAS:Mamm]2019.6,CHAS:Herp,,,,,,,,,,,,,"[no date recorded, prior to 2009-12-31]",1800-01-01,2009-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,2009-12-31,unverified,,,,,,,,,Date constrained by date inventoried [achinn 19 April 2019].,,wild caught,,collection,unknown,collector,,,,,,,whole organism (70% ethanol),unchecked,11,in collection,,,,,,,,,,,,,,,,,,,,,,,INTERNAL NOTES: Originally inventoried as found in collection (FIC). DATA HISTORY: Inventory catalogued/verified by Tom G. Anton (2009). Record last updated in Excel (prior to Arctos migration) by D. Roberts (2014-09-17).
7435,2019.6.56,Desmognathus sp.,unknown,Tom G. Anton,2009,Salamander.,waiting approval,achinn,[CHAS:Mamm]2019.6,CHAS:Herp,,,,,,,,,,,,,"[no date recorded, prior to 2009-12-31]",1800-01-01,2009-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,2009-12-31,unverified,,,,,,,,,Date constrained by date inventoried [achinn 19 April 2019].,,wild caught,,collection,unknown,collector,,,,,,,whole organism (70% ethanol),unchecked,23,in collection,,,,,,,,,,,,,,,,,,,,,,,INTERNAL NOTES: Originally inventoried as found in collection (FIC). DATA HISTORY: Inventory catalogued/verified by Tom G. Anton (2009). Record last updated in Excel (prior to Arctos migration) by D. Roberts (2014-09-17).
7436,2019.6.57,Eurycea longicauda,unknown,Tom G. Anton,2009,Long-tailed Salamander.,waiting approval,achinn,[CHAS:Mamm]2019.6,CHAS:Herp,,,,,,,,,,,,,"[no date recorded, prior to 2009-12-31]",1800-01-01,2009-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,2009-12-31,unverified,,,,,,,,,Date constrained by date inventoried [achinn 19 April 2019].,,wild caught,,collection,unknown,collector,,,,,,,whole organism (70% ethanol),unchecked,6,in collection,,,,,,,,,,,,,,,,,,,,,,,INTERNAL NOTES: Originally inventoried as found in collection (FIC). DATA HISTORY: Inventory catalogued/verified by Tom G. Anton (2009). Record last updated in Excel (prior to Arctos migration) by D. Roberts (2014-09-17).
7437,2019.6.58,Eurycea sp.,unknown,Tom G. Anton,2009,Salamander.,waiting approval,achinn,[CHAS:Mamm]2019.6,CHAS:Herp,,,,,,,,,,,,,"[no date recorded, prior to 2009-12-31]",1800-01-01,2009-12-31,no higher geography recorded,no specific locality recorded,[no locality recorded],unknown,2009-12-31,unverified,,,,,,,,,Date constrained by date inventoried [achinn 19 April 2019].,,wild caught,,collection,unknown,collector,,,,,,,whole organism (70% ethanol),unchecked,4,in collection,,,,,,,,,,,,,,,,,,,,,,,INTERNAL NOTES: Originally inventoried as found in collection (FIC). DATA HISTORY: Inventory catalogued/verified by Tom G. Anton (2009). Record last updated in Excel (prior to Arctos migration) by D. Roberts (2014-09-17).
