guid_prefix,other_id_type,other_id_number,scientific_name,made_date,nature_of_id,accepted_fg,identification_remarks,agent_1,agent_2
CHAS:Inv,catalog number,2017.13.2238,Fusconaia flava {Fusconaia flava and other unknown species},2019-07-26,expert,1,Wabash pigtoe mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.701,Fusconaia flava and Truncilla truncata,2019-07-26,expert,1,Wabash pigtoe and deertoe mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.784,Fusconaia subrotunda,2019-07-26,expert,1,Long solid mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.786,Fusconaia subrotunda ?,2019-07-26,expert,1,Long solid mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.787,Fusconaia subrotunda ?,2019-07-26,expert,1,Long solid mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.790,Fusconaia subrotunda ?,2019-07-26,expert,1,Long solid mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.785,Fusconaia subrotunda and Pleurobema cordatum,2019-07-26,expert,1,Long solid and Ohio Pigtoe mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2814,Glebula rotundata,2019-07-26,expert,1,Round pearlshell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2825,Glebula rotundata,2019-07-26,expert,1,Round pearlshell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,18723,Io fluvialis,2019-07-26,revised taxonomy,1,Spiny river snail. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.696,Lampsilis cardium,2019-07-26,expert,1,Plain pocketbook. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.698,Lampsilis cardium,2019-07-26,expert,1,Plain pocketbook. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,17997.2,Lampsilis cardium,2019-07-26,expert,1,Plain pocketbook. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1084,Lampsilis cardium,2019-07-26,expert,1,Plain pocketbook. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1085,Lampsilis cardium,2019-07-26,expert,1,Plain pocketbook. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,931,Lampsilis cardium,2019-07-26,expert,1,Plain pocketbook. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2114,Lampsilis cardium,2019-07-26,expert,1,Plain pocketbook. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2799,Lampsilis higginsii,2019-07-26,expert,1,Higgins' eye pearly mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2801,Lampsilis higginsii,2019-07-26,expert,1,Higgins' eye pearly mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1095,Lampsilis hydiana,2019-07-26,expert,1,Louisiana Fatmucket mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1076,Lampsilis hydiana ?,2019-07-26,expert,1,Louisiana Fatmucket mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2591,Lampsilis reeveiana,2019-07-26,expert,1,Arkansas Brokenray Mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2115,Lampsilis satura,2019-07-26,expert,1,Sandbank Pocketbook Mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,17764,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket clam. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.34,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket clam. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.35,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket clam. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.705,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket clam. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1904.1956.1,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket clam. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1060,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket clam. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,17765,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket clam. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1910.3210.1,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket clam. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1102,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket clam. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2809,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket clam. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2796,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket clam. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2815,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket clam. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2819,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket clam. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2823,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket clam. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2833,Lampsilis siliquoidea,2019-07-26,expert,1,Fatmucket clam. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1120,Lampsilis teres,2019-07-26,expert,1,Yellow sandshell Mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1121,Lampsilis teres,2019-07-26,expert,1,Yellow sandshell Mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1122,Lampsilis teres,2019-07-26,expert,1,Yellow sandshell Mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1126,Lampsilis teres,2019-07-26,expert,1,Yellow sandshell Mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2608,Lampsilis teres,2019-07-26,expert,1,Yellow sandshell Mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2807,Lampsilis teres,2019-07-26,expert,1,Yellow sandshell Mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2810,Lampsilis teres,2019-07-26,expert,1,Yellow sandshell Mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2812,Lampsilis teres,2019-07-26,expert,1,Yellow sandshell Mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2818,Lampsilis teres,2019-07-26,expert,1,Yellow sandshell Mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2808,Lampsilis teres ?,2019-07-26,expert,1,Yellow sandshell Mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2106,Lasmigona complanata,2019-07-26,expert,1,White Heelsplitter Mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2834,Lasmigona costata,2019-07-26,expert,1,Flutedshell Mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2804,Leila esula,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2455,Lepidodesma languilati,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1901.1622.3,Leptodea fragilis,2019-07-26,expert,1,Fragile papershell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1111,Leptodea fragilis,2019-07-26,expert,1,Fragile papershell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2109,Leptodea fragilis,2019-07-26,expert,1,Fragile papershell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2583,Leptodea fragilis,2019-07-26,expert,1,Fragile papershell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2831,Leptodea fragilis,2019-07-26,expert,1,Fragile papershell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1048,Leptodea fragilis and Potamilus ohiensis,2019-07-26,expert,1,Fragile papershell and Pink papershell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1907.2467.1,Ligumia nasuta,2019-07-26,expert,1,Eastern pondmussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1909.3001.3,Ligumia nasuta,2019-07-26,expert,1,Eastern pondmussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.585,Ligumia recta,2019-07-26,expert,1,Black sandshell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2577,Ligumia subrostrata,2019-07-26,expert,1,Pondmussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2589,Ligumia subrostrata,2019-07-26,expert,1,Pondmussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2598,Ligumia subrostrata,2019-07-26,expert,1,Pondmussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2800,Ligumia subrostrata,2019-07-26,expert,1,Pondmussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2798,Ligumia subrostrata ?,2019-07-26,expert,1,Pondmussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,5695,Margaritifera falcata,2019-07-26,expert,1,Western pearlshell. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2217,Megalonaias nervosa,2019-07-26,expert,1,Washboard mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2824,Megalonaias nervosa,2019-07-26,expert,1,Washboard mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.789,Obovaria olivaria,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,17668,Ortmanniana ligamentina,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1077,Ortmanniana ligamentina,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.1098,Ortmanniana ligamentina,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,2017.13.2588,Ortmanniana ligamentina,2019-07-26,expert,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,7626,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,12134,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,1908.2728.2,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,12422,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
CHAS:Inv,catalog number,20504,Ortmanniana ligamentina,2019-07-26,revised taxonomy,1,Freshwater mussel. Identified during on-site visit during InvertEBase PEN grant period.,Kevin Cummings,Jeremy S. Tiemann
