MEDIA_URI,PREVIEW_URI,MIME_TYPE,MEDIA_TYPE,media_license,media_label_1,media_label_value_1,media_label_2,media_label_value_2,media_label_3,media_label_value_3,media_label_4,media_label_value_4,media_label_5,media_label_value_5,media_label_6,media_label_value_6,media_label_7,media_label_value_7,media_label_8,media_label_value_8,media_label_9,media_label_value_9,media_label_10,media_label_value_10,media_relationship_1,media_related_term_1,media_relationship_2,media_related_term_2,media_relationship_3,media_related_term_3
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-14_1.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-14_1.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Collected from the Catacombs of St. Callistus, Rome, Italy.",title,"ChAS ANTH 1878.17, Stone collected from Catacombs of St. Callistus",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.14
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-14_2.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-14_2.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Collected from the Catacombs of St. Callistus, Rome, Italy.",title,"ChAS ANTH 1878.17, Stone collected from Catacombs of St. Callistus",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.14
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-15_1.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-15_1.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Stone collected from Heidelberg Schloss (German for castle), Heidelberg, Germany.",title,"ChAS ANTH 1878.17, Stone from Heidelberg Castle",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.15
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-16_1.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-16_1.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Collected from Gap of Dunloe, Killarney, Ireland.",title,"ChAS ANTH 1878.17, Stones from Gap of Dunloe",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.16
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-16_2.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-16_2.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Collected from Gap of Dunloe, Killarney, Ireland.",title,"ChAS ANTH 1878.17, Stones from Gap of Dunloe",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.16
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-16_3.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-16_3.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Collected from Gap of Dunloe, Killarney, Ireland.",title,"ChAS ANTH 1878.17, Stones from Gap of Dunloe",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.16
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-16_4.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-16_4.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Collected from Gap of Dunloe, Killarney, Ireland.",title,"ChAS ANTH 1878.17, Stones from Gap of Dunloe",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.16
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-16_5.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-16_5.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Collected from Gap of Dunloe, Killarney, Ireland.",title,"ChAS ANTH 1878.17, Stone from Gap of Dunloe",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.16
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-17_1.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-17_1.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Stone collected from Tower of Pisa, Pisa, Italy",title,"ChAS ANTH 1878.17, Stone from Tower of Pisa",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.17
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-18_1.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-18_1.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Stone collected from Cave Hill, Belfast, Ireland",title,"ChAS ANTH 1878.17, Stone from Cave Hill",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.18
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-18_2.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-18_2.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Stone collected from Cave Hill, Belfast, Ireland",title,"ChAS ANTH 1878.17, Stone from Cave Hill",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.18
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-19_1.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-19_1.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Stone collected from Cave Hill, Belfast, Ireland.",title,"ChAS ANTH 1878.17, Stone from Cave Hill",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.19
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-19_2.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-19_2.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Stone collected from Cave Hill, Belfast, Ireland.",title,"ChAS ANTH 1878.17, Stone from Cave Hill",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.19
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-1_1.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-1_1.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Collected from from Casa dei Capiletti Figurati, Rome, Italy.",title,"ChAS ANTH 1878.17, Ceramic Sherd from Casa dei Capiletti Figurati",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.1
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-1_2.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-1_2.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Collected from from Casa dei Capiletti Figurati, Rome, Italy.",title,"ChAS ANTH 1878.17, Ceramic Sherd from Casa dei Capiletti Figurati",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.1
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-1_3.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-1_3.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Collected from from Casa dei Capiletti Figurati, Rome, Italy.",title,"ChAS ANTH 1878.17, Ceramic Sherd from Casa dei Capiletti Figurati",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.1
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-20_1.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-20_1.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Stone collected from Cave Hill, Belfast, Ireland.",title,"ChAS ANTH 1878.17, Stone collected from Cave Hill",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.20
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-20_2.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-20_2.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Stone collected from Cave Hill, Belfast, Ireland.",title,"ChAS ANTH 1878.17, Stone collected from Cave Hill",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.20
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-20_3.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-20_3.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Stone collected from Cave Hill, Belfast, Ireland.",title,"ChAS ANTH 1878.17, Stone collected from Cave Hill",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.20
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-21_1.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-21_1.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-03-02,subject,anthropology,subject,stone,subject,Rosslyn Chapel,subject,Scotland,subject,Atwater,,,,,description,"Set of stones collected from around Europe by Mrs. E. E. Atwater. Stones collected from Roslyn Chapel, Scotland.",title,"ChAS ANTH 1878.17, Stone from Roslyn Chapel",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.21
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-21_2.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-21_2.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-03-02,subject,anthropology,subject,stone,subject,Rosslyn Chapel,subject,Scotland,subject,Atwater,,,,,description,"Set of stones collected from around Europe by Mrs. E. E. Atwater. Stones collected from Roslyn Chapel, Scotland.",title,"ChAS ANTH 1878.17, Stone from Roslyn Chapel",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.21
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-22_1.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-22_1.jpg,image/jpeg,image,CC BY-NC-SA,,,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Stone collected from Lucerne, Switzerland",title,"ChAS ANTH 1878.17, Stone from Lucerne",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.22
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-22_2.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-22_2.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Stone collected from Lucerne, Switzerland",title,"ChAS ANTH 1878.17, Stone from Lucerne",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.22
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-23_1.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-23_1.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Stones (set of 2) from Chester Cathedral, Chester, England.",title,"ChAS ANTH 1878.17, Stones from Chester Cathedral",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.23
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-23_2.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-23_2.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Stones (set of 2) from Chester Cathedral, Chester, England.",title,"ChAS ANTH 1878.17, Stones from Chester Cathedral",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.23
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-23_3.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-23_3.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Stones from Chester Cathedral, Chester, England.",title,"ChAS ANTH 1878.17, Stones from Chester Cathedral",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.23
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-23_4.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-23_4.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Stones from Chester Cathedral, Chester, England.",title,"ChAS ANTH 1878.17, Stones from Chester Cathedral",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.23
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-2_1.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-2_1.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Ceramic sherd collected from House of Cornelius Rufus, Pompeii, Italy",title,"ChAS ANTH 1878.17, Ceramic Sherd from House of Cornelius Rufus",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.2
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-2_2.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-2_2.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Ceramic sherd collected from House of Cornelius Rufus, Pompeii, Italy",title,"ChAS ANTH 1878.17, Ceramic Sherd from House of Cornelius Rufus",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.2
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-3_1.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-3_1.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Collected from Temple of Apollo, Pompeii, Italy",title,"ChAS ANTH 1878.17, Stone from Temple of Apollo",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.3
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-3_2.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-3_2.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-24,subject,anthropology,subject,Atwater,subject,stone,subject,Pompeii,subject,Apollo,subject,Italy,subject,Roman,description,"Set of stones collected from around Europe by E.E. Atwater. Collected from Temple of Apollo, Pompeii, Italy",title,"ChAS ANTH 1878.17, Stone from Temple of Apollo",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.3
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-4_1.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-4_1.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Collected from the House of the Faun, Pompeii, Italy",title,"ChAS ANTH 1878.17, Stone from House of the Faun",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.4
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-4_2.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-4_2.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Collected from the House of the Faun, Pompeii, Italy",title,"ChAS ANTH 1878.17, Stone from House of the Faun",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.4
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-5_1.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-5_1.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Stone collected from the Baths of Caracalla, Rome, Italy.",title,"ChAS ANTH 1878.17, Stone from Baths of Caracalla",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.5
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-5_2.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-5_2.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Stone collected from the Baths of Caracalla, Rome, Italy.",title,"ChAS ANTH 1878.17, Stone from Baths of Caracalla",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.5
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-6_1.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-6_1.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Collected from the Cullin, Isle of Skye, Scotland",title,"ChAS ANTH 1878.17, Stone from the Cullin",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.6
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-6_2.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-6_2.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Collected from the Cullin, Isle of Skye, Scotland",title,"ChAS ANTH 1878.17, Stone from the Cullin",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.6
https://web.corral.tacc.utexas.edu/CAS/20190719/jpg/chas_eh_1878-17-7_1.jpg,https://web.corral.tacc.utexas.edu/CAS/20190719/tb/tn_chas_eh_1878-17-7_1.jpg,image/jpeg,image,CC BY-NC-SA,made date,2016-02-23,subject,anthropology,,,,,,,,,,,,,description,"Set of stones collected from around Europe by E.E. Atwater. Stone from Edinburgh Castle, Edinburgh, Scotland.",title,"ChAS ANTH 1878.17, Stone from Edinburgh Castle",created by agent,Samuel Howes,associated with project,10002309,shows cataloged_item,CHAS:EH:1878.17.7
